license	location	pmcid	pmid	doi	pubdate	source	number	text	software	version	ID	curation_label	mapped_to_software
comm	comm/Sci_Rep/PMC4541255.nxml	4541255	26288099.0	10.1038/srep13227	2015	Sequence analyses	25	To reconstruct the phylogenetic relationships of yellow browed tits, sequences of the five loci from the 15 sampled individuals and another five tits (Parus major (KP137624), Periparus ater (KM588075), Pseudopodoces humilis (KP001174), Poecile atricapilla (KJ909190), and Remiz consobrinus (KC463856)) were aligned individually and combined together by SequenceMatrix 1.7.8	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC4665016.nxml	4665016	26621203.0	10.1038/srep17418	2015	Alignment and taxon sampling	19	Single alignments were later concatenated into a single nexus format file using Sequence Matrix v 100.058	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC4731775.nxml	4731775	26821567.0	10.1038/srep18075	2016	Alignment, filtering strategies and molecular marker combinations	118	Finally, concatenated data matrices were assembled using SequenceMatrix148 for every case (a full data matrix, named 16S18S28S, lightly filtered datamatrix16S18S28S_N and heavily filtered damatrix 16S18S28S_Nrw4), with matrices of up to 6,000bp (Tables 1 and 2)	SequenceMatrix148		SM880332	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC4732383.nxml	4732383	26742575.0	10.1038/srep18793	2016	Extraction, PCR, sequencing and alignment	28	The final dataset was generated in Sequence Matrix 1.7.2 (Ref	Sequence Matrix	1.7.2	SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC4735579.nxml	4735579	26833286.0	10.1038/srep20096	2016	Phylogenetic analysis	7	The individual alignments were then concatenated using the software SequenceMatrix v1.7.624	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC4858670.nxml	4858670	27151256.0	10.1038/srep25586	2016	Sequence alignments and phylogenetic analyses	22	For the three-gene dataset, sequences of the three DNA fragments were concatenated with SequenceMatrix v1.7.853.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC4887867.nxml	4887867	27246395.0	10.1038/srep26486	2016	Phylogenetic analyses	52	Multigene datasets were assembled using the concatenation software SequenceMatrix53	SequenceMatrix53		SM884722	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC5095552.nxml	5095552	27812024.0	10.1038/srep36426	2016	Phylogenetic analyses	28	Individual genes were concatenated using SequenceMatrix v1.7.845	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5430756.nxml	5430756	28439127.0	10.1038/s41598-017-01195-4	2017	Marker selection and phylogenetic inferences	35	All alignments were finally concatenated into a single nexus interleaved file using SequenceMatrix (version 1.8)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5430859.nxml	5430859	28432321.0	10.1038/s41598-017-00720-9	2017	Phylogenetic Analysis	8	All aligned genes were then concatenated by SequenceMatrix v1.7.8	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5437043.nxml	5437043	28522861.0	10.1038/s41598-017-02252-8	2017	Phylogenetic analysis	37	Sequence alignments of these loci were separately performed using MUSCLE, and then concatenated into 1023 combinations using SequenceMatrix 1.8 (Table S4)	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5481375.nxml	5481375	28642589.0	10.1038/s41598-017-04228-0	2017	Sequencing of cpDNA regions	28	The edited sequences of the three cpDNA regions were combined in SequenceMatrix v1.7.8 and then aligned in Geneious v4.8.2 (http://www.geneious.com) using the MUSCLE algorithm with a final rechecking of all variable sites in the original ABI trace files.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5493631.nxml	5493631	28667281.0	10.1038/s41598-017-04799-y	2017	Phylogenetic analysis	39	Individual genes were concatenated by SequenceMatrix v1.7.8	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5529561.nxml	5529561	28747803.0	10.1038/s41598-017-07105-y	2017	Phylogenetic analyses	28	All these individual alignments were concatenated into a single matrix using SequenceMatrix	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5567239.nxml	5567239	28831035.0	10.1038/s41598-017-06656-4	2017	DNA Extraction and Molecular Analyses	14	Edited DNA sequences for four genes were separately aligned using MAFFT v7.017 under E-INS-i and G-INS-i algorithms and concatenated using SequenceMatrix 1.7.8	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5660246.nxml	5660246	29079765.0	10.1038/s41598-017-14703-3	2017	Dataset concatenation, partitioning and substitution model selection	14	Alignments of all genes were concatenated using SequenceMatrix 1.7.8	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5709374.nxml	5709374	29192255.0	10.1038/s41598-017-16929-7	2017	Phylogenetic analysis	33	The aligned sequences of each gene were concatenated using SequenceMatrix v1.7.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5714952.nxml	5714952	29203807.0	10.1038/s41598-017-17145-z	2017	Dataset concatenation, partitioning and substitution model selection	40	Alignments of individual genes were concatenated using SequenceMatrix 1.7.8	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC5859262.nxml	5859262	29556042.0	10.1038/s41598-018-23076-0	2018	Phylogenetic analyses and species delimitation	17	A concatenated matrix of all genes was generated using Sequence Matrix, which automatically generates empty sequences of question marks for individuals with missing data for one or more genes	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC5995902.nxml	5995902	29891996.0	10.1038/s41598-018-27090-0	2018	Phylogenetic analyses	28	Then, a joint matrix was constructed using Sequence Matrix v.1.7.8, and jModelTest 2.0 was used to calculate the nucleotide substitution	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC6002367.nxml	6002367	29904057.0	10.1038/s41598-018-27489-9	2018	Phylogenetic analysis	40	Individual gene alignments were concatenated to create a combined matrix with SequenceMatrix 1.7.8	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC6095929.nxml	6095929	30115980.0	10.1038/s41598-018-30705-1	2018	Assembly of read data, phage annotation and comparison	7	Amino acid sequence concatenation was performed using SequenceMatrix v1.8	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC6207741.nxml	6207741	30375469.0	10.1038/s41598-018-34457-w	2018	Phylogenomic analyses	33	1.12, and concatenated with SequenceMatrix ver	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC6255766.nxml	6255766	30478342.0	10.1038/s41598-018-35822-5	2018	Genome sequence and Phylogenetic analysis	4	The dataset of all PCGs was concatenated using SequenceMatrix v1.7.845	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC6336932.nxml	6336932	30655597.0	10.1038/s41598-018-37889-6	2019	Phylogenetic analysis	26	The resulting alignments were concatenated by using Sequence Matrix1.7.8	Sequence Matrix1	Matrix1.7.8	SM910921	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC6635496.nxml	6635496	31311998.0	10.1038/s41598-019-46742-3	2019	Genetic analysis	28	Conservative regions selected by Gblock-0.91b were used for gene concatenation, which was performed by Sequence-Matrix-1.7.8 with default parameters	Sequence-Matrix		SM915145	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC6805863.nxml	6805863	31641165.0	10.1038/s41598-019-51360-0	2019	Amplification, sequencing and alignment	39	The concatenated dataset (nrITS + matK) was built with Sequence Matrix v100.0	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC6805933.nxml	6805933	31641139.0	10.1038/s41598-019-51408-1	2019	Sequence assembly, management and alignment	7	Six gene alignments were concatenated using SequenceMatrix.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC6820731.nxml	6820731	31664164.0	10.1038/s41598-019-51765-x	2019	Dataset assembly	50	Individual gene datasets were concatenated using Sequence Matrix.	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC6877775.nxml	6877775	31768013.0	10.1038/s41598-019-53941-5	2019	Phylogenetic analysis	38	The Sequence Matrix 1.7.8 program was used to combine the individual genes into a combined matrix	Sequence Matrix	1.7.8	SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC6971079.nxml	6971079	31959910.0	10.1038/s41598-020-57705-4	2020	Data set preparation, model selection and phylogenetic analysis	10	The dataset of all PCGs were concatenated using SequenceMatrix v1.7.845	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7148304.nxml	7148304	32277166.0	10.1038/s41598-020-63385-x	2020	Sequence analysis and genetic divergence and haplotyping	7	Sequence data were combined using SequenceMatrix windows ver	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7283232.nxml	7283232	32518318.0	10.1038/s41598-020-66287-0	2020	Phylogenetic analysis	25	SequenceMatrix v.1.7.8 was applied to concatenate the alignments for different gene sets	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7287133.nxml	7287133	32523128.0	10.1038/s41598-020-66007-8	2020	Phylogenetic reconstructions and species delimitations	46	The alignments were concatenated in SequenceMatrix 1.7.8	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7287138.nxml	7287138	32523061.0	10.1038/s41598-020-66219-y	2020	Phylogenetic analyses	30	The trimmed alignments were concatenated in SequenceMatrix v1.0	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7331741.nxml	7331741	32616837.0	10.1038/s41598-020-67800-1	2020	Phylogenetic analysis	36	Sequences were aligned using Clustal Omega and the NEXUS output files were concatenated using SequenceMatrix	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7338416.nxml	7338416	32632221.0	10.1038/s41598-020-66761-9	2020	Phylogenetic analyses	84	Data handling/formatting was facilitated using AliView v1.26, Mesquite v3.51, SequenceMatrix v1.8 and Geneious v11.1.3 (https://www.geneious.com)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7536210.nxml	7536210	33020532.0	10.1038/s41598-020-73461-x	2020	Phylogenetic analysis	36	And then we concatenated these alignments to gene set using SequenceMatrix v1.7.8	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7693328.nxml	7693328	33244111.0	10.1038/s41598-020-77279-5	2020	Datasets used for downstream analyses	37	For Datasets 1a and 1b, sequences were aligned in ClustalW and concatenated in SequenceMatrix to produce one sequence for each representative species	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7708463.nxml	7708463	33262442.0	10.1038/s41598-020-78082-y	2020	Phylogenetic analysis	25	Thirteen PCGs were ordered and assembled using MAFFT and SequenceMatrix v	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC7843977.nxml	7843977	33510299.0	10.1038/s41598-021-82040-7	2021	Phylogenetic analysis	32	Individual mitochondrial genes were first aligned using the MAFFT v7.037 software, after which we concatenated the aligned mitochondrial genes into a combined mitochondrial gene set using the SequenceMatrix v1.7.8 software	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC8009913.nxml	8009913	33785783.0	10.1038/s41598-021-86248-5	2021	Molecular identification of ascaridoid parasites	10	The obtained sequences were analysed, edited, and assembled by Sequence Matrix v	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Sci_Rep/PMC8027217.nxml	8027217	33828125.0	10.1038/s41598-021-84910-6	2021	Phylogenetics	43	Then, the aligned sequences were trimmed to: 884 bp (18S rRNA), 713 bp (28S rRNA), 710 bp (ITS-1), and subsequently concatenated using SequenceMatrix (we concatenated sequences exclusively within specimens, i.e	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC8316311.nxml	8316311	34316013.0	10.1038/s41598-021-94893-z	2021	Sequence alignment and phylogenetic analyses	50	Assembling of the combined datasets (LSU + RPB1 + TEF and SSU + ITS + LSU) were performed by SequenceMatrix v.1.7.8	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Toxins_(Basel)/PMC6833022.nxml	6833022	31547160.0	10.3390/toxins11100555	2019	4.8. Genomic Analysis of the Distribution of CUL and Trichothecene Biosynthetic Genes	41	Second, alignments of individual primary metabolism genes were concatenated using SequenceMatrix [59], and a tree was inferred from the resulting concatenated alignment by maximum likelihood analysis with ultrafast bootstrapping as implemented in IQ-Tree [55]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/mBio/PMC8406197.nxml	8406197	34399622.0	10.1128/mBio.01956-21	2021	Phylogenetic tree generation.	50	Homolog sets were retrieved via locus tag indexing using BioPython (65), individually aligned using Muscle v3.8.31 (66), concatenated using Sequence Matrix v1.8 (67), and trimmed of nucleotide gaps using TrimAL v1.3 (68)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/J_Fungi_(Basel)/PMC6023506.nxml	6023506	29848985.0	10.3390/jof4020065	2018	2.3. Sequence Alignment and Phylogenetic Analysis	4	A concatenated alignment for the five gene regions was made from SequenceMatrix [29]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/J_Fungi_(Basel)/PMC8070449.nxml	8070449	33919689.0	10.3390/jof7040294	2021	2.4. Molecular Identification and Phylogenetic Analyses	13	For all isolates, ITS, tef1, and tub2 sequences were trimmed to a common length and concatenated using the Sequence Matrix software [30]	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/J_Fungi_(Basel)/PMC8307253.nxml	8307253	34202282.0	10.3390/jof7070507	2021	2.3. Phylogenetic Analyses	8	The alignments were checked and edited manually with BioEdit Alignment Editor v.7.0.5.3 [39] and concatenated using Sequence Matrix software [40]	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Int_J_Syst_Evol_Microbiol/PMC8489844.nxml	8489844	34287117.0	10.1099/ijsem.0.004888	2021	Phylogenetic analyses	10	All genes were concatenated using SequenceMatrix [26]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/J_Insect_Sci/PMC6913905.nxml	6913905	31841604.0	10.1093/jisesa/iez122	2019	Sequence Annotation and Analysis	8	Alignments of individual genes were concatenated in SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/J_Insect_Sci/PMC7799433.nxml	7799433	33428744.0	10.1093/jisesa/ieaa138	2021	Phylogenetic Analysis	7	SequenceMatrix was used to concatenate the separated genes and partitions (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/eLife/PMC6447387.nxml	6447387	30789345.0	10.7554/eLife.42535	2019	Dataset assembly (taxon and gene selection)	65	All this was done before concatenating the single-gene alignments into a supermatrix with SequenceMatrix v 1.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Int_J_Mol_Sci/PMC5412357.nxml	5412357	28420076.0	10.3390/ijms18040773	2017	3.5. Phylogenetic Analysis	40	Individual genes were concatenated using SequenceMatrix v1.7.8 [83]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Int_J_Mol_Sci/PMC5713276.nxml	5713276	29099062.0	10.3390/ijms18112307	2017	4.4. Ancestral Non-Coding Sequences Reconstruction and Calculation of the Relative Rates of the Six Nucleotide Pair Mutations	23	Gaps located at the 5′- and 3′-ends of alignments were excluded, and then concatenated using SequenceMatrix 1.8 [55]	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Int_J_Mol_Sci/PMC6829451.nxml	6829451	31635252.0	10.3390/ijms20205167	2019	4.5. Phylogenetic Analysis	27	Single mitochondrial genes were first aligned using MAFFT v7.037 [72] and then these alignments were concatenated using SequenceMatrix v1.7.8 [73]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Int_J_Mol_Sci/PMC7866285.nxml	7866285	33572873.0	10.3390/ijms22031348	2021	2.4. Phylogenetic Analyses	10	Individual gene alignments were concatenated into a dataset using SequenceMatrix v1.7 [29]: nucleotide sequences of the 13 PCGs	SequenceMatrix		SM51323	software	SequenceMatrix
